Series Name,"Series Code","Country Name","Country Code","2018 [YR2018]"
"Population, total","SP.POP.TOTL","Hong Kong SAR, China","HKG","7451000"
"Population, total","SP.POP.TOTL","Hungary","HUN","9775564"
"Population, total","SP.POP.TOTL","IBRD only","IBD","NA"
"Population, total","SP.POP.TOTL","Iceland","ISL","352721"
"Population, total","SP.POP.TOTL","IDA & IBRD total","IBT","6420905201"
"Population, total","SP.POP.TOTL","IDA blend","IDB","NA"
"Population, total","SP.POP.TOTL","IDA only","IDX","NA"
"Population, total","SP.POP.TOTL","IDA total","IDA","NA"
"Population, total","SP.POP.TOTL","India","IND","1352642283"
"Population, total","SP.POP.TOTL","Indonesia","IDN","267670549"
"Population, total","SP.POP.TOTL","Iran, Islamic Rep.","IRN","81800204"
"Population, total","SP.POP.TOTL","Iraq","IRQ","38433604"
"Population, total","SP.POP.TOTL","Ireland","IRL","4867316"
"Population, total","SP.POP.TOTL","Isle of Man","IMN","84073"
"Population, total","SP.POP.TOTL","Israel","ISR","8882800"
"Population, total","SP.POP.TOTL","Italy","ITA","60421760"
"Population, total","SP.POP.TOTL","Jamaica","JAM","2934853"
"Population, total","SP.POP.TOTL","Japan","JPN","126529100"
"Population, total","SP.POP.TOTL","Jordan","JOR","9965322"
"Population, total","SP.POP.TOTL","Kazakhstan","KAZ","18276452"
"Population, total","SP.POP.TOTL","Kenya","KEN","51392570"
"Population, total","SP.POP.TOTL","Kiribati","KIR","115842"
"Population, total","SP.POP.TOTL","Korea, Dem. People's Rep.","PRK","25549606"
"Population, total","SP.POP.TOTL","Korea, Rep.","KOR","51585058"
"Population, total","SP.POP.TOTL","Kosovo","XKX","1797085"
"Population, total","SP.POP.TOTL","Kuwait","KWT","4137314"
"Population, total","SP.POP.TOTL","Kyrgyz Republic","KGZ","6322800"
"Population, total","SP.POP.TOTL","Lao PDR","LAO","7061498"
"Population, total","SP.POP.TOTL","Late-demographic dividend","LTE","2297874675"
"Population, total","SP.POP.TOTL","Latin America & Caribbean","LCN","640483827"
"Population, total","SP.POP.TOTL","Latin America & Caribbean (excluding high income)","LAC","583432088"
"Population, total","SP.POP.TOTL","Latin America & the Caribbean (IDA & IBRD countries)","TLA","624698076"
"Population, total","SP.POP.TOTL","Latvia","LVA","1927174"
"Population, total","SP.POP.TOTL","Least developed countries: UN classification","LDC","1009398577"
"Population, total","SP.POP.TOTL","Lebanon","LBN","6859408"
"Population, total","SP.POP.TOTL","Lesotho","LSO","2108327"
"Population, total","SP.POP.TOTL","Liberia","LBR","4818976"
"Population, total","SP.POP.TOTL","Libya","LBY","6678565"
"Population, total","SP.POP.TOTL","Liechtenstein","LIE","37918"
"Population, total","SP.POP.TOTL","Lithuania","LTU","2801543"
"Population, total","SP.POP.TOTL","Low & middle income","LMY","6367625423"
"Population, total","SP.POP.TOTL","Low income","LIC","631147232"
"Population, total","SP.POP.TOTL","Lower middle income","LMC","3240031866"
"Population, total","SP.POP.TOTL","Luxembourg","LUX","607950"
"Population, total","SP.POP.TOTL","Macao SAR, China","MAC","631633"
"Population, total","SP.POP.TOTL","Madagascar","MDG","26262313"
"Population, total","SP.POP.TOTL","Malawi","MWI","18143215"
"Population, total","SP.POP.TOTL","Malaysia","MYS","31528033"
"Population, total","SP.POP.TOTL","Maldives","MDV","515704"
"Population, total","SP.POP.TOTL","Mali","MLI","19077755"
"Population, total","SP.POP.TOTL","Malta","MLT","484630"
"Population, total","SP.POP.TOTL","Marshall Islands","MHL","58412"
"Population, total","SP.POP.TOTL","Mauritania","MRT","4403312"
"Population, total","SP.POP.TOTL","Mauritius","MUS","1265303"
"Population, total","SP.POP.TOTL","Mexico","MEX","126190782"
"Population, total","SP.POP.TOTL","Micronesia, Fed. Sts.","FSM","112640"
"Population, total","SP.POP.TOTL","Middle East & North Africa","MEA","448974232"
"Population, total","SP.POP.TOTL","Middle East & North Africa (excluding high income)","MNA","382955167"
"Population, total","SP.POP.TOTL","Middle East & North Africa (IDA & IBRD countries)","TMN","378386080"
"Population, total","SP.POP.TOTL","Middle income","MIC","5736478191"
"Population, total","SP.POP.TOTL","Moldova","MDA","2708214"
"Population, total","SP.POP.TOTL","Monaco","MCO","38682"
"Population, total","SP.POP.TOTL","Mongolia","MNG","3170214"
"Population, total","SP.POP.TOTL","Montenegro","MNE","622227"
"Population, total","SP.POP.TOTL","Morocco","MAR","36029089"
"Population, total","SP.POP.TOTL","Mozambique","MOZ","29496009"
"Population, total","SP.POP.TOTL","Myanmar","MMR","53708318"
"Population, total","SP.POP.TOTL","Namibia","NAM","2448300"
"Population, total","SP.POP.TOTL","Nauru","NRU","10678"
"Population, total","SP.POP.TOTL","Nepal","NPL","28095712"
"Population, total","SP.POP.TOTL","Netherlands","NLD","17231624"
"Population, total","SP.POP.TOTL","New Caledonia","NCL","270650"
"Population, total","SP.POP.TOTL","New Zealand","NZL","4900600"
"Population, total","SP.POP.TOTL","Nicaragua","NIC","6465502"
"Population, total","SP.POP.TOTL","Niger","NER","22442831"
"Population, total","SP.POP.TOTL","Nigeria","NGA","195874685"
"Population, total","SP.POP.TOTL","North America","NAC","363967202"
"Population, total","SP.POP.TOTL","North Macedonia","MKD","2076217"
"Population, total","SP.POP.TOTL","Northern Mariana Islands","MNP","56889"
"Population, total","SP.POP.TOTL","Norway","NOR","5311916"
"Population, total","SP.POP.TOTL","Not classified","INX","NA"
"Population, total","SP.POP.TOTL","OECD members","OED","1357997747"
"Population, total","SP.POP.TOTL","Oman","OMN","4829476"
"Population, total","SP.POP.TOTL","Other small states","OSS","30760469"
"Population, total","SP.POP.TOTL","Pacific island small states","PSS","2455336"
"Population, total","SP.POP.TOTL","Pakistan","PAK","212228288"
"Population, total","SP.POP.TOTL","Palau","PLW","17911"
"Population, total","SP.POP.TOTL","Panama","PAN","4176868"
"Population, total","SP.POP.TOTL","Papua New Guinea","PNG","8606324"
"Population, total","SP.POP.TOTL","Paraguay","PRY","6956069"
"Population, total","SP.POP.TOTL","Peru","PER","31989265"
"Population, total","SP.POP.TOTL","Philippines","PHL","106651394"
"Population, total","SP.POP.TOTL","Poland","POL","37974750"
"Population, total","SP.POP.TOTL","Portugal","PRT","10283822"
"Population, total","SP.POP.TOTL","Post-demographic dividend","PST","1109728820"
"Population, total","SP.POP.TOTL","Pre-demographic dividend","PRE","919485090"
"Population, total","SP.POP.TOTL","Puerto Rico","PRI","3193354"
"Population, total","SP.POP.TOTL","Qatar","QAT","2781682"
"Population, total","SP.POP.TOTL","Romania","ROU","19473970"
"Population, total","SP.POP.TOTL","Russian Federation","RUS","144477859"
"Population, total","SP.POP.TOTL","Rwanda","RWA","12301969"
"Population, total","SP.POP.TOTL","Samoa","WSM","196128"
"Population, total","SP.POP.TOTL","San Marino","SMR","33784"
"Population, total","SP.POP.TOTL","Sao Tome and Principe","STP","211032"
"Population, total","SP.POP.TOTL","Saudi Arabia","SAU","33702757"
"Population, total","SP.POP.TOTL","Senegal","SEN","15854324"
"Population, total","SP.POP.TOTL","Serbia","SRB","6982604"
"Population, total","SP.POP.TOTL","Seychelles","SYC","96762"
"Population, total","SP.POP.TOTL","Sierra Leone","SLE","7650149"
"Population, total","SP.POP.TOTL","Singapore","SGP","5638676"
"Population, total","SP.POP.TOTL","Sint Maarten (Dutch part)","SXM","40895"
"Population, total","SP.POP.TOTL","Slovak Republic","SVK","5446771"
"Population, total","SP.POP.TOTL","Slovenia","SVN","2073894"
"Population, total","SP.POP.TOTL","Small states","SST","40574734"
"Population, total","SP.POP.TOTL","Solomon Islands","SLB","652856"
"Population, total","SP.POP.TOTL","Somalia","SOM","15008225"
"Population, total","SP.POP.TOTL","South Africa","ZAF","57792520"
"Population, total","SP.POP.TOTL","South Asia","SAS","1814455018"
"Population, total","SP.POP.TOTL","South Asia (IDA & IBRD)","TSA","1814455018"
"Population, total","SP.POP.TOTL","South Sudan","SSD","10975924"
"Population, total","SP.POP.TOTL","Spain","ESP","46797754"
"Population, total","SP.POP.TOTL","Sri Lanka","LKA","21670000"
"Population, total","SP.POP.TOTL","St. Kitts and Nevis","KNA","52438"
"Population, total","SP.POP.TOTL","St. Lucia","LCA","181890"
"Population, total","SP.POP.TOTL","St. Martin (French part)","MAF","37264"
"Population, total","SP.POP.TOTL","St. Vincent and the Grenadines","VCT","110210"
"Population, total","SP.POP.TOTL","Sub-Saharan Africa","SSF","1078319512"
"Population, total","SP.POP.TOTL","Sub-Saharan Africa (excluding high income)","SSA","1078222750"
"Population, total","SP.POP.TOTL","Sub-Saharan Africa (IDA & IBRD countries)","TSS","1078319512"
"Population, total","SP.POP.TOTL","Sudan","SDN","41801532"
"Population, total","SP.POP.TOTL","Suriname","SUR","575987"
"Population, total","SP.POP.TOTL","Sweden","SWE","10175214"
"Population, total","SP.POP.TOTL","Switzerland","CHE","8514329"
"Population, total","SP.POP.TOTL","Syrian Arab Republic","SYR","16945062"
"Population, total","SP.POP.TOTL","Tajikistan","TJK","9100847"
"Population, total","SP.POP.TOTL","Tanzania","TZA","56313444"
"Population, total","SP.POP.TOTL","Thailand","THA","69428454"
"Population, total","SP.POP.TOTL","Timor-Leste","TLS","1267975"
"Population, total","SP.POP.TOTL","Togo","TGO","7889095"
"Population, total","SP.POP.TOTL","Tonga","TON","103199"
"Population, total","SP.POP.TOTL","Trinidad and Tobago","TTO","1389841"
"Population, total","SP.POP.TOTL","Tunisia","TUN","11565203"
"Population, total","SP.POP.TOTL","Turkey","TUR","82340090"
"Population, total","SP.POP.TOTL","Turkmenistan","TKM","5850902"
"Population, total","SP.POP.TOTL","Turks and Caicos Islands","TCA","37667"
"Population, total","SP.POP.TOTL","Tuvalu","TUV","11505"
"Population, total","SP.POP.TOTL","Uganda","UGA","42729032"
"Population, total","SP.POP.TOTL","Ukraine","UKR","44622518"
"Population, total","SP.POP.TOTL","United Arab Emirates","ARE","9630966"
"Population, total","SP.POP.TOTL","United Kingdom","GBR","66460344"
"Population, total","SP.POP.TOTL","United States","USA","326838199"
"Population, total","SP.POP.TOTL","Upper middle income","UMC","2496446325"
"Population, total","SP.POP.TOTL","Uruguay","URY","3449290"
"Population, total","SP.POP.TOTL","Uzbekistan","UZB","32956100"
"Population, total","SP.POP.TOTL","Vanuatu","VUT","292675"
"Population, total","SP.POP.TOTL","Venezuela, RB","VEN","28887117"
"Population, total","SP.POP.TOTL","Vietnam","VNM","95545959"
"Population, total","SP.POP.TOTL","Virgin Islands (U.S.)","VIR","107001"
"Population, total","SP.POP.TOTL","West Bank and Gaza","PSE","4569087"
"Population, total","SP.POP.TOTL","World","WLD","7602432733"
"Population, total","SP.POP.TOTL","Yemen, Rep.","YEM","28498683"
"Population, total","SP.POP.TOTL","Zambia","ZMB","17351714"
"Population, total","SP.POP.TOTL","Zimbabwe","ZWE","14438812"
Number of stillbirths,"SH.DTH.STLB","Afghanistan","AFG","35934"
Number of stillbirths,"SH.DTH.STLB","Africa Eastern and Southern","AFE","487840"
Number of stillbirths,"SH.DTH.STLB","Africa Western and Central","AFW","365615"
Number of stillbirths,"SH.DTH.STLB","Albania","ALB","137"
Number of stillbirths,"SH.DTH.STLB","Algeria","DZA","9768"
Number of stillbirths,"SH.DTH.STLB","American Samoa","ASM","NA"
Number of stillbirths,"SH.DTH.STLB","Andorra","AND","1"
Number of stillbirths,"SH.DTH.STLB","Angola","AGO","25745"
Number of stillbirths,"SH.DTH.STLB","Antigua and Barbuda","ATG","8"
Number of stillbirths,"SH.DTH.STLB","Arab World","ARB","149209"
Number of stillbirths,"SH.DTH.STLB","Argentina","ARG","4042"
Number of stillbirths,"SH.DTH.STLB","Armenia","ARM","549"
Number of stillbirths,"SH.DTH.STLB","Aruba","ABW","NA"
Number of stillbirths,"SH.DTH.STLB","Australia","AUS","713"
Number of stillbirths,"SH.DTH.STLB","Austria","AUT","196"
Number of stillbirths,"SH.DTH.STLB","Azerbaijan","AZE","1557"
Number of stillbirths,"SH.DTH.STLB","Bahamas, The","BHS","64"
Number of stillbirths,"SH.DTH.STLB","Bahrain","BHR","132"
Number of stillbirths,"SH.DTH.STLB","Bangladesh","BGD","75365"
Number of stillbirths,"SH.DTH.STLB","Barbados","BRB","23"
Number of stillbirths,"SH.DTH.STLB","Belarus","BLR","232"
Number of stillbirths,"SH.DTH.STLB","Belgium","BEL","360"
Number of stillbirths,"SH.DTH.STLB","Belize","BLZ","54"
Number of stillbirths,"SH.DTH.STLB","Benin","BEN","8728"
Number of stillbirths,"SH.DTH.STLB","Bermuda","BMU","NA"
Number of stillbirths,"SH.DTH.STLB","Bhutan","BTN","129"
Number of stillbirths,"SH.DTH.STLB","Bolivia","BOL","2285"
Number of stillbirths,"SH.DTH.STLB","Bosnia and Herzegovina","BIH","76"
Number of stillbirths,"SH.DTH.STLB","Botswana","BWA","873"
Number of stillbirths,"SH.DTH.STLB","Brazil","BRA","22369"
Number of stillbirths,"SH.DTH.STLB","British Virgin Islands","VGB","NA"
Number of stillbirths,"SH.DTH.STLB","Brunei Darussalam","BRN","29"
Number of stillbirths,"SH.DTH.STLB","Bulgaria","BGR","332"
Number of stillbirths,"SH.DTH.STLB","Burkina Faso","BFA","15031"
Number of stillbirths,"SH.DTH.STLB","Burundi","BDI","11590"
Number of stillbirths,"SH.DTH.STLB","Cabo Verde","CPV","121"
Number of stillbirths,"SH.DTH.STLB","Cambodia","KHM","4696"
Number of stillbirths,"SH.DTH.STLB","Cameroon","CMR","17881"
Number of stillbirths,"SH.DTH.STLB","Canada","CAN","1083"
Number of stillbirths,"SH.DTH.STLB","Caribbean small states","CSS","1361"
Number of stillbirths,"SH.DTH.STLB","Cayman Islands","CYM","NA"
Number of stillbirths,"SH.DTH.STLB","Central African Republic","CAF","5162"
Number of stillbirths,"SH.DTH.STLB","Central Europe and the Baltics","CEB","2936"
Number of stillbirths,"SH.DTH.STLB","Chad","TCD","18593"
Number of stillbirths,"SH.DTH.STLB","Channel Islands","CHI","NA"
Number of stillbirths,"SH.DTH.STLB","Chile","CHL","728"
Number of stillbirths,"SH.DTH.STLB","China","CHN","97977"
Number of stillbirths,"SH.DTH.STLB","Colombia","COL","5368"
Number of stillbirths,"SH.DTH.STLB","Comoros","COM","678"
Number of stillbirths,"SH.DTH.STLB","Congo, Dem. Rep.","COD","98430"
Number of stillbirths,"SH.DTH.STLB","Congo, Rep.","COG","2656"
Number of stillbirths,"SH.DTH.STLB","Costa Rica","CRI","314"
Number of stillbirths,"SH.DTH.STLB","Cote d'Ivoire","CIV","21592"
Number of stillbirths,"SH.DTH.STLB","Croatia","HRV","112"
Number of stillbirths,"SH.DTH.STLB","Cuba","CUB","820"
Number of stillbirths,"SH.DTH.STLB","Curacao","CUW","NA"
Number of stillbirths,"SH.DTH.STLB","Cyprus","CYP","32"
Number of stillbirths,"SH.DTH.STLB","Czech Republic","CZE","291"
Number of stillbirths,"SH.DTH.STLB","Denmark","DNK","126"
Number of stillbirths,"SH.DTH.STLB","Djibouti","DJI","600"
Number of stillbirths,"SH.DTH.STLB","Dominica","DMA","13"
Number of stillbirths,"SH.DTH.STLB","Dominican Republic","DOM","2278"
Number of stillbirths,"SH.DTH.STLB","Early-demographic dividend","EAR","1027230"
Number of stillbirths,"SH.DTH.STLB","East Asia & Pacific","EAS","221483"
Number of stillbirths,"SH.DTH.STLB","East Asia & Pacific (excluding high income)","EAP","218339"
Number of stillbirths,"SH.DTH.STLB","East Asia & Pacific (IDA & IBRD countries)","TEA","215225"
Number of stillbirths,"SH.DTH.STLB","Ecuador","ECU","3010"
Number of stillbirths,"SH.DTH.STLB","Egypt, Arab Rep.","EGY","24174"
Number of stillbirths,"SH.DTH.STLB","El Salvador","SLV","1220"
Number of stillbirths,"SH.DTH.STLB","Equatorial Guinea","GNQ","670"
Number of stillbirths,"SH.DTH.STLB","Eritrea","ERI","1978"
Number of stillbirths,"SH.DTH.STLB","Estonia","EST","31"
Number of stillbirths,"SH.DTH.STLB","Eswatini","SWZ","407"
Number of stillbirths,"SH.DTH.STLB","Ethiopia","ETH","91090"
Number of stillbirths,"SH.DTH.STLB","Euro area","EMU","9454"
Number of stillbirths,"SH.DTH.STLB","Europe & Central Asia","ECS","45603"
Number of stillbirths,"SH.DTH.STLB","Europe & Central Asia (excluding high income)","ECA","31421"
Number of stillbirths,"SH.DTH.STLB","Europe & Central Asia (IDA & IBRD countries)","TEC","32403"
Number of stillbirths,"SH.DTH.STLB","European Union","EUU","12424"
Number of stillbirths,"SH.DTH.STLB","Faroe Islands","FRO","NA"
Number of stillbirths,"SH.DTH.STLB","Fiji","FJI","163"
Number of stillbirths,"SH.DTH.STLB","Finland","FIN","104"
Number of stillbirths,"SH.DTH.STLB","Fragile and conflict affected situations","FCS","675492"
Number of stillbirths,"SH.DTH.STLB","France","FRA","3154"
Number of stillbirths,"SH.DTH.STLB","French Polynesia","PYF","NA"
Number of stillbirths,"SH.DTH.STLB","Gabon","GAB","945"
Number of stillbirths,"SH.DTH.STLB","Gambia, The","GMB","2000"
Number of stillbirths,"SH.DTH.STLB","Georgia","GEO","309"
Number of stillbirths,"SH.DTH.STLB","Germany","DEU","2133"
Number of stillbirths,"SH.DTH.STLB","Ghana","GHA","19697"
Number of stillbirths,"SH.DTH.STLB","Gibraltar","GIB","NA"
Number of stillbirths,"SH.DTH.STLB","Greece","GRC","261"
Number of stillbirths,"SH.DTH.STLB","Greenland","GRL","NA"
Number of stillbirths,"SH.DTH.STLB","Grenada","GRD","18"
Number of stillbirths,"SH.DTH.STLB","Guam","GUM","NA"
Number of stillbirths,"SH.DTH.STLB","Guatemala","GTM","5605"
Number of stillbirths,"SH.DTH.STLB","Guinea","GIN","11760"
Number of stillbirths,"SH.DTH.STLB","Guinea-Bissau","GNB","2227"
Number of stillbirths,"SH.DTH.STLB","Guyana","GUY","221"
Number of stillbirths,"SH.DTH.STLB","Haiti","HTI","5556"
Number of stillbirths,"SH.DTH.STLB","Heavily indebted poor countries (HIPC)","HPC","630181"
Number of stillbirths,"SH.DTH.STLB","High income","HIC","38093"
Number of stillbirths,"SH.DTH.STLB","Honduras","HND","1808"
Number of stillbirths,"SH.DTH.STLB","Hong Kong SAR, China","HKG","NA"
Number of stillbirths,"SH.DTH.STLB","Hungary","HUN","313"
Number of stillbirths,"SH.DTH.STLB","IBRD only","IBD","NA"
Number of stillbirths,"SH.DTH.STLB","Iceland","ISL","8"
Number of stillbirths,"SH.DTH.STLB","IDA & IBRD total","IBT","1957293"
Number of stillbirths,"SH.DTH.STLB","IDA blend","IDB","NA"
Number of stillbirths,"SH.DTH.STLB","IDA only","IDX","NA"
Number of stillbirths,"SH.DTH.STLB","IDA total","IDA","NA"
Number of stillbirths,"SH.DTH.STLB","India","IND","354026"
Number of stillbirths,"SH.DTH.STLB","Indonesia","IDN","47093"
Number of stillbirths,"SH.DTH.STLB","Iran, Islamic Rep.","IRN","10650"
Number of stillbirths,"SH.DTH.STLB","Iraq","IRQ","13502"
Number of stillbirths,"SH.DTH.STLB","Ireland","IRL","179"
Number of stillbirths,"SH.DTH.STLB","Isle of Man","IMN","NA"
Number of stillbirths,"SH.DTH.STLB","Israel","ISR","477"
Number of stillbirths,"SH.DTH.STLB","Italy","ITA","1109"
Number of stillbirths,"SH.DTH.STLB","Jamaica","JAM","620"
Number of stillbirths,"SH.DTH.STLB","Japan","JPN","1483"
Number of stillbirths,"SH.DTH.STLB","Jordan","JOR","1953"
Number of stillbirths,"SH.DTH.STLB","Kazakhstan","KAZ","2100"
Number of stillbirths,"SH.DTH.STLB","Kenya","KEN","29898"
Number of stillbirths,"SH.DTH.STLB","Kiribati","KIR","48"
Number of stillbirths,"SH.DTH.STLB","Korea, Dem. People's Rep.","PRK","3120"
Number of stillbirths,"SH.DTH.STLB","Korea, Rep.","KOR","646"
Number of stillbirths,"SH.DTH.STLB","Kosovo","XKX","NA"
Number of stillbirths,"SH.DTH.STLB","Kuwait","KWT","338"
Number of stillbirths,"SH.DTH.STLB","Kyrgyz Republic","KGZ","1088"
Number of stillbirths,"SH.DTH.STLB","Lao PDR","LAO","2858"
Number of stillbirths,"SH.DTH.STLB","Late-demographic dividend","LTE","184209"
Number of stillbirths,"SH.DTH.STLB","Latin America & Caribbean","LCN","85054"
Number of stillbirths,"SH.DTH.STLB","Latin America & Caribbean (excluding high income)","LAC","78890"
Number of stillbirths,"SH.DTH.STLB","Latin America & the Caribbean (IDA & IBRD countries)","TLA","84146"
Number of stillbirths,"SH.DTH.STLB","Latvia","LVA","69"
Number of stillbirths,"SH.DTH.STLB","Least developed countries: UN classification","LDC","730902"
Number of stillbirths,"SH.DTH.STLB","Lebanon","LBN","761"
Number of stillbirths,"SH.DTH.STLB","Lesotho","LSO","1639"
Number of stillbirths,"SH.DTH.STLB","Liberia","LBR","4017"
Number of stillbirths,"SH.DTH.STLB","Libya","LBY","1130"
Number of stillbirths,"SH.DTH.STLB","Liechtenstein","LIE","NA"
Number of stillbirths,"SH.DTH.STLB","Lithuania","LTU","82"
Number of stillbirths,"SH.DTH.STLB","Low & middle income","LMY","1955671"
Number of stillbirths,"SH.DTH.STLB","Low income","LIC","531823"
Number of stillbirths,"SH.DTH.STLB","Lower middle income","LMC","1132455"
Number of stillbirths,"SH.DTH.STLB","Luxembourg","LUX","22"
Number of stillbirths,"SH.DTH.STLB","Macao SAR, China","MAC","NA"
Number of stillbirths,"SH.DTH.STLB","Madagascar","MDG","14497"
Number of stillbirths,"SH.DTH.STLB","Malawi","MWI","10457"
Number of stillbirths,"SH.DTH.STLB","Malaysia","MYS","2897"
Number of stillbirths,"SH.DTH.STLB","Maldives","MDV","43"
Number of stillbirths,"SH.DTH.STLB","Mali","MLI","16240"
Number of stillbirths,"SH.DTH.STLB","Malta","MLT","13"
Number of stillbirths,"SH.DTH.STLB","Marshall Islands","MHL","15"
Number of stillbirths,"SH.DTH.STLB","Mauritania","MRT","3381"
Number of stillbirths,"SH.DTH.STLB","Mauritius","MUS","131"
Number of stillbirths,"SH.DTH.STLB","Mexico","MEX","15296"
Number of stillbirths,"SH.DTH.STLB","Micronesia, Fed. Sts.","FSM","31"
Number of stillbirths,"SH.DTH.STLB","Middle East & North Africa","MEA","107219"
Number of stillbirths,"SH.DTH.STLB","Middle East & North Africa (excluding high income)","MNA","102013"
Number of stillbirths,"SH.DTH.STLB","Middle East & North Africa (IDA & IBRD countries)","TMN","100495"
Number of stillbirths,"SH.DTH.STLB","Middle income","MIC","1431979"
Number of stillbirths,"SH.DTH.STLB","Moldova","MDA","288"
Number of stillbirths,"SH.DTH.STLB","Monaco","MCO","1"
Number of stillbirths,"SH.DTH.STLB","Mongolia","MNG","410"
Number of stillbirths,"SH.DTH.STLB","Montenegro","MNE","27"
Number of stillbirths,"SH.DTH.STLB","Morocco","MAR","9854"
Number of stillbirths,"SH.DTH.STLB","Mozambique","MOZ","25069"
Number of stillbirths,"SH.DTH.STLB","Myanmar","MMR","13734"
Number of stillbirths,"SH.DTH.STLB","Namibia","NAM","1062"
Number of stillbirths,"SH.DTH.STLB","Nauru","NRU","4"
Number of stillbirths,"SH.DTH.STLB","Nepal","NPL","10212"
Number of stillbirths,"SH.DTH.STLB","Netherlands","NLD","402"
Number of stillbirths,"SH.DTH.STLB","New Caledonia","NCL","NA"
Number of stillbirths,"SH.DTH.STLB","New Zealand","NZL","164"
Number of stillbirths,"SH.DTH.STLB","Nicaragua","NIC","1483"
Number of stillbirths,"SH.DTH.STLB","Niger","NER","20923"
Number of stillbirths,"SH.DTH.STLB","Nigeria","NGA","170558"
Number of stillbirths,"SH.DTH.STLB","North America","NAC","12937"
Number of stillbirths,"SH.DTH.STLB","North Macedonia","MKD","105"
Number of stillbirths,"SH.DTH.STLB","Northern Mariana Islands","MNP","NA"
Number of stillbirths,"SH.DTH.STLB","Norway","NOR","147"
Number of stillbirths,"SH.DTH.STLB","Not classified","INX","NA"
Number of stillbirths,"SH.DTH.STLB","OECD members","OED","58004"
Number of stillbirths,"SH.DTH.STLB","Oman","OMN","507"
Number of stillbirths,"SH.DTH.STLB","Other small states","OSS","12542"
Number of stillbirths,"SH.DTH.STLB","Pacific island small states","PSS","648"
Number of stillbirths,"SH.DTH.STLB","Pakistan","PAK","193816"
Number of stillbirths,"SH.DTH.STLB","Palau","PLW","2"
Number of stillbirths,"SH.DTH.STLB","Panama","PAN","630"
Number of stillbirths,"SH.DTH.STLB","Papua New Guinea","PNG","3845"
Number of stillbirths,"SH.DTH.STLB","Paraguay","PRY","1552"
Number of stillbirths,"SH.DTH.STLB","Peru","PER","4160"
Number of stillbirths,"SH.DTH.STLB","Philippines","PHL","23460"
Number of stillbirths,"SH.DTH.STLB","Poland","POL","870"
Number of stillbirths,"SH.DTH.STLB","Portugal","PRT","200"
Number of stillbirths,"SH.DTH.STLB","Post-demographic dividend","PST","32320"
Number of stillbirths,"SH.DTH.STLB","Pre-demographic dividend","PRE","753425"
Number of stillbirths,"SH.DTH.STLB","Puerto Rico","PRI","NA"
Number of stillbirths,"SH.DTH.STLB","Qatar","QAT","147"
Number of stillbirths,"SH.DTH.STLB","Romania","ROU","623"
Number of stillbirths,"SH.DTH.STLB","Russian Federation","RUS","7319"
Number of stillbirths,"SH.DTH.STLB","Rwanda","RWA","6850"
Number of stillbirths,"SH.DTH.STLB","Samoa","WSM","43"
Number of stillbirths,"SH.DTH.STLB","San Marino","SMR","0"
Number of stillbirths,"SH.DTH.STLB","Sao Tome and Principe","STP","87"
Number of stillbirths,"SH.DTH.STLB","Saudi Arabia","SAU","3091"
Number of stillbirths,"SH.DTH.STLB","Senegal","SEN","11073"
Number of stillbirths,"SH.DTH.STLB","Serbia","SRB","379"
Number of stillbirths,"SH.DTH.STLB","Seychelles","SYC","16"
Number of stillbirths,"SH.DTH.STLB","Sierra Leone","SLE","6302"
Number of stillbirths,"SH.DTH.STLB","Singapore","SGP","102"
Number of stillbirths,"SH.DTH.STLB","Sint Maarten (Dutch part)","SXM","NA"
Number of stillbirths,"SH.DTH.STLB","Slovak Republic","SVK","160"
Number of stillbirths,"SH.DTH.STLB","Slovenia","SVN","53"
Number of stillbirths,"SH.DTH.STLB","Small states","SST","14551"
Number of stillbirths,"SH.DTH.STLB","Solomon Islands","SLB","219"
Number of stillbirths,"SH.DTH.STLB","Somalia","SOM","17452"
Number of stillbirths,"SH.DTH.STLB","South Africa","ZAF","19874"
Number of stillbirths,"SH.DTH.STLB","South Asia","SAS","671570"
Number of stillbirths,"SH.DTH.STLB","South Asia (IDA & IBRD)","TSA","671569"
Number of stillbirths,"SH.DTH.STLB","South Sudan","SSD","11453"
Number of stillbirths,"SH.DTH.STLB","Spain","ESP","894"
Number of stillbirths,"SH.DTH.STLB","Sri Lanka","LKA","2044"
Number of stillbirths,"SH.DTH.STLB","St. Kitts and Nevis","KNA","5"
Number of stillbirths,"SH.DTH.STLB","St. Lucia","LCA","25"
Number of stillbirths,"SH.DTH.STLB","St. Martin (French part)","MAF","NA"
Number of stillbirths,"SH.DTH.STLB","St. Vincent and the Grenadines","VCT","20"
Number of stillbirths,"SH.DTH.STLB","Sub-Saharan Africa","SSF","853453"
Number of stillbirths,"SH.DTH.STLB","Sub-Saharan Africa (excluding high income)","SSA","853439"
Number of stillbirths,"SH.DTH.STLB","Sub-Saharan Africa (IDA & IBRD countries)","TSS","853455"
Number of stillbirths,"SH.DTH.STLB","Sudan","SDN","31620"
Number of stillbirths,"SH.DTH.STLB","Suriname","SUR","123"
Number of stillbirths,"SH.DTH.STLB","Sweden","SWE","303"
Number of stillbirths,"SH.DTH.STLB","Switzerland","CHE","197"
Number of stillbirths,"SH.DTH.STLB","Syrian Arab Republic","SYR","4709"
Number of stillbirths,"SH.DTH.STLB","Tajikistan","TJK","2577"
Number of stillbirths,"SH.DTH.STLB","Tanzania","TZA","40289"
